customer_id,customer_acct_num,first_name,last_name,customer_address,customer_city,customer_state_province,customer_postal_code,customer_country,birthdate,marital_status,yearly_income,gender,total_children,num_children_at_home,education,acct_open_date,member_card,occupation,homeowner
5832,45703688900,Harriet,Bezzerides,5146 California Street,San Carlos,CA,69620,USA,3/24/1932,M,$30K - $50K,M,3,3,Bachelors Degree,9/10/1992,Golden,Management,Y
5833,45704799294,Charles,Lee,4678 Pelican Loop,Acapulco,Guerrero,65742,Mexico,9/2/1953,S,$70K - $90K,F,2,0,Bachelors Degree,7/12/1990,Bronze,Professional,N
5834,45716381072,James,Allred,9845 Barberry Court,Oregon City,OR,56931,USA,3/17/1924,S,$10K - $30K,F,0,0,Partial High School,8/17/1993,Normal,Manual,N
5835,45722244381,Thomas,Bitner,9632 K St.,Imperial Beach,CA,59045,USA,9/26/1954,S,$10K - $30K,M,2,0,Partial High School,8/10/1992,Normal,Skilled Manual,N
5836,45746319890,Michael,Bass,7709 Atchinson Stage Ct.,Grossmont,CA,75564,USA,11/11/1944,M,$70K - $90K,M,3,3,Bachelors Degree,10/19/1992,Golden,Management,Y
5837,45750595300,Helen,Breeze,406 Tuolumne Street,Richmond,CA,43841,USA,7/16/1938,S,$30K - $50K,M,0,0,High School Degree,3/23/1990,Normal,Skilled Manual,Y
5838,45757563710,Julie,Liliestedt,8737 Golf Club Rd.,Santa Anita,DF,99228,Mexico,3/12/1926,M,$30K - $50K,F,3,3,Partial College,2/6/1992,Golden,Skilled Manual,Y
5839,45764301419,Tom,Dougherty,1688 Sudan Loop,Pomona,CA,33667,USA,3/15/1923,S,$110K - $130K,F,5,0,Bachelors Degree,11/22/1991,Golden,Professional,Y
5840,45769719481,Anne,Westmacott,273 Winding Lane,N. Vancouver,BC,71872,Canada,11/2/1924,M,$30K - $50K,F,2,1,Partial College,2/12/1994,Bronze,Clerical,Y
5841,45783908400,Ian,Torri,3477 Sunset Meadows,Palo Alto,CA,67862,USA,9/6/1961,S,$150K +,M,2,0,High School Degree,8/7/1992,Silver,Management,Y
5842,45788988500,Hakma,Williamson,4973 Twinview Drive,Lemon Grove,CA,93496,USA,3/25/1955,S,$90K - $110K,F,1,0,Graduate Degree,2/11/1992,Bronze,Professional,Y
5843,45801391005,Ellen,Wilson,1087 Knollview Court,Novato,CA,59258,USA,10/22/1919,S,$110K - $130K,M,3,0,Partial High School,2/8/1993,Bronze,Professional,Y
5844,45808557900,Bimal,Schmidt,2837 Thissen Court,Tacoma,WA,13131,USA,1/11/1930,S,$30K - $50K,M,4,0,High School Degree,11/27/1994,Bronze,Skilled Manual,Y
5845,45823347600,Charles,Wagner,9204 Birch Bark Dr.,La Jolla,CA,17761,USA,7/12/1935,S,$30K - $50K,F,3,0,High School Degree,11/23/1993,Bronze,Manual,N
5846,45826319456,Carl,Hall,3864 Citrus Avenue,Beaverton,OR,36795,USA,10/28/1933,M,$90K - $110K,M,1,0,Partial College,3/5/1992,Bronze,Management,N
5847,45835149300,Barbara,Hamilton,487 Ash Lane,Walla Walla,WA,33879,USA,3/2/1946,S,$10K - $30K,M,5,0,Partial High School,12/25/1992,Normal,Manual,N
5848,45844858900,Billy,Bergman,8055 Shadow Falls Drive,Lakewood,CA,19075,USA,11/20/1969,S,$70K - $90K,F,2,0,Bachelors Degree,9/6/1991,Bronze,Management,N
5849,45845062732,Dave,Ysmael,8211 Fremont Street,Santa Cruz,CA,55028,USA,2/23/1952,M,$10K - $30K,M,5,5,Partial High School,11/3/1992,Normal,Skilled Manual,Y
5850,45846253633,Matthew,Strobel,6034 Augustine Dr.,Anacortes,WA,63862,USA,6/19/1967,S,$10K - $30K,F,0,0,Partial High School,1/17/1993,Normal,Manual,N
5851,45846736431,Elizabeth,Dieball,5821 Woodland Drive,Merida,Yucatan,85002,Mexico,9/26/1959,M,$30K - $50K,F,1,0,High School Degree,8/7/1994,Bronze,Skilled Manual,N
5852,45858902900,Daphne,Combs,3898 Appalchian Drive,Acapulco,Guerrero,97726,Mexico,8/8/1911,M,$30K - $50K,M,0,0,High School Degree,10/25/1992,Bronze,Manual,Y
5853,45867673754,Samuel,Goldhammer,3939 Northridge Ct.,Concord,CA,66003,USA,11/10/1937,M,$10K - $30K,F,1,1,Partial High School,7/14/1992,Bronze,Skilled Manual,N
5854,45877957344,Karen,Hobier,2270 Gill Dr.,Westminster,BC,48683,Canada,3/3/1957,S,$10K - $30K,F,4,0,Partial High School,6/6/1992,Normal,Skilled Manual,N
5855,45890912413,Maurice,Mauriscio,5220 Mountain Spring Rd.,Lebanon,OR,82121,USA,12/3/1916,S,$50K - $70K,F,2,0,Bachelors Degree,6/17/1993,Silver,Professional,N
5856,45894758701,Bernice,Shelton,6462 Wexford Drive,Redwood City,CA,46712,USA,8/26/1961,S,$30K - $50K,M,4,0,High School Degree,10/7/1993,Bronze,Skilled Manual,Y
5857,45900557637,Renee,Payne,9666 Stillwater Ct.,Oregon City,OR,95776,USA,2/27/1960,M,$110K - $130K,M,4,3,High School Degree,1/25/1994,Silver,Professional,Y
5858,45903422236,Anne,Walker,1162 Thunderbird Drive,Oregon City,OR,83487,USA,4/16/1916,S,$30K - $50K,M,0,0,High School Degree,5/23/1992,Bronze,Skilled Manual,N
5859,45905675292,Frankie,Beyer,4620 Kane Circle,Glendale,CA,22956,USA,10/21/1924,M,$10K - $30K,M,1,1,Partial High School,12/18/1994,Golden,Skilled Manual,Y
5860,45911785400,Jennifer,Stiles,9025 Talbart Street,Grossmont,CA,31212,USA,9/8/1967,S,$90K - $110K,M,2,0,High School Degree,7/7/1993,Bronze,Professional,Y
5861,45920352339,Susan,Solari,5394 Baywood Drive,Lynnwood,WA,77512,USA,8/19/1952,S,$150K +,F,4,0,Bachelors Degree,3/27/1990,Silver,Management,Y
5862,45936858654,Thomas,Conrad,7397 Central Blvd.,Sedro Woolley,WA,26785,USA,8/5/1912,S,$30K - $50K,F,0,0,Partial High School,3/7/1991,Bronze,Skilled Manual,Y
5863,45940619100,Annemarie,Riccillo,6675 Andrea Lane,Royal Oak,BC,96577,Canada,8/17/1949,M,$30K - $50K,M,3,2,High School Degree,11/8/1994,Bronze,Manual,Y
5864,45940999984,Kenneth,Bongon,1589 Santa Teresa Dr.,N. Vancouver,BC,81772,Canada,12/5/1934,S,$30K - $50K,M,5,0,High School Degree,5/13/1990,Bronze,Skilled Manual,Y
5865,45984403491,Patricia,Belongea,1121 Ferry Street,Everett,WA,18726,USA,2/16/1961,S,$10K - $30K,M,1,0,Bachelors Degree,7/9/1992,Normal,Professional,N
5866,45991387963,James,Small,6288 Relief Valley Ct.,Lemon Grove,CA,69083,USA,11/26/1926,S,$10K - $30K,F,2,0,Partial High School,5/20/1991,Normal,Manual,Y
5867,45994370579,Beverly,Pearson,6075 Olive Hill,Beaverton,OR,71198,USA,10/3/1950,S,$30K - $50K,M,3,0,High School Degree,6/14/1991,Bronze,Manual,Y
5868,46000673800,Robert,Stephenson,4152 Prestwick Drive,Edmonds,WA,87717,USA,9/20/1946,S,$90K - $110K,F,2,0,High School Degree,4/1/1991,Bronze,Management,Y
5869,46004466414,Mary,Campbell,4193 E. 28th Street,Lebanon,OR,55993,USA,12/3/1946,S,$130K - $150K,M,1,0,High School Degree,12/26/1993,Bronze,Professional,Y
5870,46009637700,Lucia,Snow,5180 Northridge Drive,Mill Valley,CA,12382,USA,11/21/1928,S,$30K - $50K,M,3,0,High School Degree,4/4/1991,Bronze,Skilled Manual,N
5871,46011279200,Pamela,Bates,5474 Danielle Court,Redmond,WA,45819,USA,5/18/1919,M,$30K - $50K,F,2,2,Partial High School,9/26/1990,Silver,Manual,Y
5872,46013950705,Charles,Gunther,6716 North Ranchford,Camacho,Zacatecas,93661,Mexico,9/11/1926,M,$70K - $90K,F,4,3,Bachelors Degree,10/13/1993,Golden,Management,Y
5873,46019057631,Mario,Crittenden,9920 MacArthur Avenue,Anacortes,WA,66968,USA,11/9/1958,M,$90K - $110K,F,0,0,Partial High School,11/13/1992,Silver,Professional,Y
5874,46025232076,Jacob,Yaeckel,1416 Melody Drive,Bellingham,WA,32942,USA,12/7/1957,M,$50K - $70K,M,2,2,Bachelors Degree,2/23/1992,Bronze,Management,N
5875,46027377843,Willa Dee,Swartwood,7530 St. Francis St.,Milwaukie,OR,71410,USA,3/9/1927,S,$10K - $30K,M,2,0,Partial High School,5/14/1992,Normal,Skilled Manual,Y
5876,46029802600,Al,Weaver,9279 Masonic Dr.,Tixapan,DF,25283,Mexico,10/20/1932,S,$10K - $30K,M,1,0,Partial High School,9/27/1991,Normal,Manual,Y
5877,46030317544,Charles,Surber,5648 Roland Ct.,Olympia,WA,56205,USA,5/2/1949,S,$10K - $30K,M,3,0,High School Degree,2/18/1990,Normal,Skilled Manual,N
5878,46043776869,Carl,Sonneborn,307 Spring Hill Drive,Richmond,BC,75239,Canada,2/12/1941,S,$30K - $50K,M,3,0,High School Degree,2/5/1993,Bronze,Skilled Manual,N
5879,46053706400,Lorraine,Mays,832 Bellows Ct.,Los Angeles,CA,46031,USA,2/19/1960,S,$50K - $70K,F,4,0,Bachelors Degree,6/4/1990,Bronze,Professional,N
5880,46060819625,Cynthia,Troyer,5745 St. Paul Way,Novato,CA,31227,USA,6/16/1919,S,$70K - $90K,F,4,0,High School Degree,10/17/1993,Bronze,Professional,N
5881,46061608195,Louis,Dalton,5277 Birch Bark Dr.,Merida,Yucatan,67180,Mexico,12/13/1966,S,$70K - $90K,F,4,0,Graduate Degree,9/10/1993,Bronze,Professional,N
5882,46062455773,James,Senter,445 San Carlos Avenue,Milwaukie,OR,18538,USA,9/4/1975,S,$130K - $150K,F,4,0,Bachelors Degree,3/18/1990,Bronze,Professional,N
5883,46082390000,Steven,Maitland,232 Pinnacle Drive,Lemon Grove,CA,20653,USA,5/5/1961,S,$30K - $50K,F,1,0,High School Degree,6/14/1991,Bronze,Manual,N
5884,46087019400,Beverly,Pierce,8308 Roskelley Drive,Imperial Beach,CA,37171,USA,11/19/1919,M,$70K - $90K,M,2,1,Graduate Degree,7/23/1993,Bronze,Management,Y
5885,46115402600,Pierce,Villa,1005 Fremont Street,Colma,CA,78155,USA,10/27/1951,S,$30K - $50K,F,0,0,Partial High School,10/18/1993,Bronze,Manual,N
5886,46127204300,Melvin,Hogg,9336 Arizona Drive,San Andres,DF,60836,Mexico,6/14/1965,M,$110K - $130K,M,5,2,Graduate Degree,2/17/1992,Bronze,Professional,Y
5887,46136575937,Melanie,Fischer,2287 El Dorado,Downey,CA,94273,USA,10/20/1930,S,$30K - $50K,F,3,0,High School Degree,3/9/1994,Bronze,Manual,Y
5888,46137364500,Mary,Biondo,872 Patterson Blvd.,Newton,BC,16824,Canada,11/10/1969,M,$10K - $30K,M,3,1,Partial High School,11/20/1994,Normal,Manual,N
5889,46148281097,Janice,Yates,6732 Mill Road,Lincoln Acres,CA,16423,USA,1/17/1975,S,$10K - $30K,F,4,0,High School Degree,9/18/1991,Normal,Skilled Manual,N
5890,46162877678,Virginia,Whitney,8227 Myrtle Drive,Lincoln Acres,CA,41342,USA,7/28/1924,S,$30K - $50K,F,3,0,High School Degree,7/24/1993,Bronze,Manual,Y
5891,46190413236,Joseph,Carroll,1686 Terranova Drive,Metchosin,BC,85498,Canada,9/11/1938,M,$50K - $70K,M,3,2,Bachelors Degree,10/24/1991,Bronze,Professional,Y
5892,46203851103,Robert,Ellis,6091 Mountaire Parkway,Everett,WA,39371,USA,12/19/1975,S,$50K - $70K,F,1,0,Partial High School,9/8/1994,Bronze,Manual,Y
5893,46225952500,Debra,Pence,9803 Scenic Avenue,Tlaxiaco,Oaxaca,44001,Mexico,4/25/1954,S,$30K - $50K,M,5,0,High School Degree,1/7/1991,Bronze,Manual,Y
5894,46229149699,Jacob,Tomlinson,4463 Temple Court,Lake Oswego,OR,63035,USA,11/17/1920,S,$10K - $30K,M,4,0,Partial High School,8/19/1992,Normal,Skilled Manual,N
5895,46252372264,Grace,Miller,1086 Rose Dr.,Olympia,WA,60119,USA,8/21/1971,S,$30K - $50K,M,0,0,Partial College,12/2/1994,Bronze,Manual,N
5896,46256835460,Mike,Taylor,8654 Lindell Dr.,Burbank,CA,45315,USA,7/18/1932,S,$90K - $110K,F,5,0,Partial High School,1/12/1991,Bronze,Professional,Y
5897,46264544129,Constance,Williams,5531 Roxbury Drive,Oakland,CA,81268,USA,10/12/1941,S,$10K - $30K,F,3,0,Partial High School,7/2/1992,Normal,Skilled Manual,N
5898,46286999583,Harold,Rawdon,3355 Carpetta Circle,Bremerton,WA,32626,USA,7/11/1924,S,$10K - $30K,M,2,0,Partial High School,1/18/1992,Normal,Skilled Manual,N
5899,46288110017,Virginia,Roberts,3141 Gingham Way,Salem,OR,34741,USA,10/9/1942,M,$30K - $50K,F,2,2,High School Degree,12/11/1991,Bronze,Skilled Manual,N
5900,46299107074,June,Hacking,1219 Hilltop Road,Hidalgo,Zacatecas,24967,Mexico,1/21/1932,M,$30K - $50K,M,5,5,High School Degree,3/20/1990,Golden,Skilled Manual,N
5901,46304680700,Dana,Bryan,1259 Ygnacio Valley Road,Spring Valley,CA,92243,USA,8/26/1926,S,$70K - $90K,F,2,0,Graduate Degree,6/24/1993,Bronze,Management,N
5902,46313499808,Donna,Suttich,9590 Rahn Court,Walla Walla,WA,74923,USA,4/22/1915,M,$10K - $30K,M,0,0,Partial High School,6/7/1991,Normal,Manual,N
5903,46317378300,Michael,Carter,2541 Waterview Place,Woodburn,OR,82069,USA,5/25/1911,S,$110K - $130K,M,1,0,Partial College,4/23/1990,Silver,Management,Y
5904,46336797500,Bruce,Hall,3782 Fox Way,Santa Cruz,CA,30911,USA,1/12/1912,M,$50K - $70K,F,5,5,Bachelors Degree,8/15/1993,Bronze,Professional,Y
5905,46353679300,Max,Luna,6986 Countrywood Ct.,Kirkland,WA,30511,USA,10/16/1950,M,$50K - $70K,F,1,0,High School Degree,5/21/1993,Bronze,Manual,Y
5906,46358888149,Joshua,Anderson,8481 Zartop Street,Kirkland,WA,18222,USA,4/8/1943,M,$50K - $70K,M,3,3,Bachelors Degree,11/25/1993,Golden,Professional,Y
5907,46381622552,Velma,Wright,1940 Meadow Glen Way,Altadena,CA,56690,USA,11/5/1977,S,$30K - $50K,F,2,0,Partial High School,10/22/1993,Bronze,Manual,N
5908,46406701207,David,Salem,6345 Dartmouth Way,Lemon Grove,CA,87825,USA,2/21/1918,S,$10K - $30K,F,2,0,Partial High School,5/2/1993,Normal,Manual,N
5909,46414629800,Sue,Clegg,3960 Fairfield Avenue,Corvallis,OR,92455,USA,2/24/1929,S,$30K - $50K,M,1,0,High School Degree,5/26/1993,Normal,Manual,N
5910,46421871781,Karen,Tefs,8619 Parkside Dr.,Lynnwood,WA,12490,USA,8/24/1939,M,$70K - $90K,F,4,0,Bachelors Degree,9/8/1991,Bronze,Professional,N
5911,46423845887,Sue,Meyer,5242 Reliez Valley Ct.,Ladner,BC,82281,Canada,2/26/1952,S,$10K - $30K,F,2,0,Partial High School,9/12/1993,Normal,Skilled Manual,N
5912,46426533460,Michael,Carter,156 East Lake Court,Lake Oswego,OR,67477,USA,9/17/1975,M,$70K - $90K,F,1,1,Graduate Degree,6/20/1991,Bronze,Professional,N
5913,46449557542,Richard,Sousa,9687 Maywood Ln.,Long Beach,CA,44312,USA,5/27/1974,M,$10K - $30K,F,5,4,Partial High School,4/5/1990,Normal,Skilled Manual,Y
5914,46450576782,Louis,Lewis,4855 Wawona Lane,Coronado,CA,54788,USA,7/13/1977,S,$30K - $50K,F,2,0,High School Degree,2/7/1991,Bronze,Skilled Manual,Y
5915,46458253300,Clarence,Borg,4641 Brown St.,Fremont,CA,56903,USA,9/19/1969,M,$70K - $90K,M,2,1,Graduate Degree,12/9/1993,Bronze,Professional,Y
5916,46463033000,Rudolf,Wheeler,2719 Clearland Circle,Bellingham,WA,73421,USA,11/12/1933,M,$30K - $50K,F,2,2,Partial College,11/15/1994,Bronze,Clerical,N
5917,46473938800,Julie,Pokorney,2759 San Gabriel Dr.,Ladner,BC,41698,Canada,4/14/1959,S,$130K - $150K,F,2,0,Graduate Degree,11/16/1991,Silver,Management,Y
5918,46485043168,Sharon,Parcher,3747 Likins Avenue,Woodland Hills,CA,97085,USA,4/23/1968,M,$10K - $30K,F,0,0,Partial High School,7/23/1990,Normal,Skilled Manual,Y
5919,46491265900,Frances,Lodowsky,6697 Ridge Park Drive,Burlingame,CA,31524,USA,4/8/1938,M,$30K - $50K,F,5,5,Partial High School,4/21/1992,Golden,Manual,Y
5920,46507402100,Patricia,Mrozowski,5282 Blue Ridge,Arcadia,CA,53073,USA,8/19/1971,S,$30K - $50K,F,3,0,High School Degree,8/11/1992,Bronze,Manual,N
5921,46510470509,Erma,Camille,8486 Julpum Loop,Cliffside,BC,52673,Canada,3/20/1971,M,$30K - $50K,F,3,1,Partial High School,10/2/1993,Bronze,Skilled Manual,Y
5922,46529063600,Diane,Drier,9982 San Ramon Road,Burien,WA,40384,USA,4/10/1926,S,$110K - $130K,M,4,0,Bachelors Degree,4/15/1991,Bronze,Professional,Y
5923,46532797200,Doris,Shoemaker,6096 Fraga Court,Yakima,WA,61452,USA,10/15/1934,S,$130K - $150K,M,0,0,High School Degree,11/11/1992,Bronze,Professional,Y
5924,46538006067,Carolyn,Chavez,7846 Alexander Pl.,Salem,OR,51523,USA,12/12/1919,M,$30K - $50K,M,5,4,Partial College,2/16/1990,Golden,Manual,Y
5925,46539969400,Teresa,Babb,4214 Willbrook Court,Everett,WA,82446,USA,8/13/1962,M,$30K - $50K,M,3,2,High School Degree,2/21/1992,Bronze,Skilled Manual,Y
5926,46553198099,Paul,Turner,8873 Folson Drive,Victoria,BC,24812,Canada,8/26/1922,S,$30K - $50K,F,5,0,High School Degree,2/27/1993,Bronze,Skilled Manual,N
5927,46557446700,Leona,Bourret,5496 Village Pl.,Camacho,Zacatecas,72272,Mexico,1/9/1979,M,$30K - $50K,M,2,2,High School Degree,10/2/1991,Bronze,Manual,Y
5928,46564071774,Clint,Hancock,410 Wallace Dr.,Oakland,CA,57467,USA,5/24/1964,M,$30K - $50K,F,4,3,Partial College,4/6/1992,Golden,Professional,Y
5929,46575970100,Carrie,Anderson,9941 Clyde Street,Issaquah,WA,93420,USA,4/24/1979,M,$10K - $30K,F,4,3,High School Degree,6/2/1990,Normal,Skilled Manual,Y
5930,46586130300,Gary,Reimer,7765 N. Michell Canyon Rd.,Pomona,CA,44778,USA,5/17/1956,M,$50K - $70K,F,1,1,Bachelors Degree,3/13/1993,Bronze,Professional,Y
5931,46591956019,Anthony,Fenton,7551 Santa Lucia,San Diego,CA,46893,USA,3/21/1910,S,$10K - $30K,F,5,0,Partial High School,10/12/1993,Normal,Skilled Manual,Y
5932,46601815800,Edward,Skalka,2973 Steven Circle,Lincoln Acres,CA,37120,USA,2/12/1976,M,$30K - $50K,M,1,1,High School Degree,2/7/1993,Silver,Manual,Y
5933,46609433300,Michael,Judnich,5669 Iris Ct.,Acapulco,Guerrero,53962,Mexico,2/11/1964,M,$10K - $30K,M,0,0,Partial High School,7/21/1991,Normal,Skilled Manual,Y
5934,46613617500,Marilyn,Tobias,4001 Camino Solano,Sooke,BC,87076,Canada,2/1/1947,S,$30K - $50K,F,2,0,Partial College,2/10/1993,Bronze,Professional,N
5935,46616605500,Leslie,Leonard,6951 Harmony Way,Glendale,CA,21514,USA,6/26/1937,M,$130K - $150K,M,1,1,Graduate Degree,7/4/1993,Bronze,Professional,Y
5936,46625118900,Nicholas,Wilson,8192 Seagull Court,Richmond,BC,43064,Canada,10/18/1944,M,$30K - $50K,M,1,1,High School Degree,7/19/1991,Bronze,Skilled Manual,N
5937,46625269055,Lori,Sutton,1397 Paradiso Ct.,Victoria,BC,42663,Canada,4/28/1918,M,$30K - $50K,M,4,4,Partial College,6/8/1994,Golden,Management,Y
5938,46629780530,Marilyn,Dye,74 Jamie Way,Vancouver,BC,30374,Canada,2/14/1975,M,$10K - $30K,M,5,5,Partial High School,8/17/1994,Normal,Skilled Manual,Y
5939,46630590558,Linda,Weber,3532 Premier Pl.,Royal Oak,BC,95135,Canada,5/17/1945,M,$10K - $30K,F,0,0,Partial High School,3/20/1990,Normal,Skilled Manual,Y
5940,46630901694,Lori,Gigandet,7936 Hemlock Ave.,Shawnee,BC,49008,Canada,3/11/1962,M,$30K - $50K,F,4,3,High School Degree,5/6/1991,Golden,Skilled Manual,Y
5941,46650964600,Ellen,Sloan,4305 Geriola Court,Glendale,CA,78315,USA,7/9/1967,S,$50K - $70K,M,5,0,Bachelors Degree,9/27/1992,Bronze,Professional,N
5942,46663898229,Terri,Speidel,6309 Poplar Avenue,Newport Beach,CA,97349,USA,6/3/1971,M,$50K - $70K,F,1,0,Bachelors Degree,8/14/1991,Bronze,Professional,N
5943,46676810400,David,Wheeler,5587 Esperanza,Sedro Woolley,WA,68141,USA,4/27/1978,M,$70K - $90K,F,2,2,Graduate Degree,2/13/1992,Bronze,Management,Y
5944,46683113574,Marie,Thomas,501 Arcadia Place,Port Orchard,WA,53337,USA,7/23/1937,S,$30K - $50K,M,2,0,High School Degree,3/15/1991,Bronze,Manual,N
5945,46693434715,Martha,Stranik,7377 Morello Heights Circle,Pomona,CA,16583,USA,2/20/1914,M,$30K - $50K,F,2,1,High School Degree,4/19/1991,Bronze,Skilled Manual,N
5946,46700859100,Deborah,Calhoun,5200 Woodchuck Pl.,Royal Oak,BC,40648,Canada,10/11/1923,M,$10K - $30K,F,2,1,Partial High School,10/27/1992,Normal,Manual,N
5947,46707135400,David,Apostol,4986 Treat Blvd.,Beverly Hills,CA,42763,USA,6/12/1979,M,$10K - $30K,M,4,3,Partial High School,2/23/1993,Normal,Skilled Manual,Y
5948,46713417172,Cheri,Weihe,3064 Whyte Park Ave.,Santa Monica,CA,59281,USA,4/12/1930,M,$30K - $50K,M,2,1,Bachelors Degree,8/8/1991,Bronze,Management,Y
5949,46718636800,Lori,Linville,3104 Shakespeare Drive,Mill Valley,CA,27558,USA,12/9/1950,M,$110K - $130K,F,1,1,Partial High School,11/3/1991,Bronze,Professional,Y
5950,46733877100,Charles,Gibbons,4092 Marlene Drive,Guadalajara,Jalisco,10239,Mexico,7/23/1965,S,$10K - $30K,M,3,0,Partial High School,8/26/1990,Normal,Manual,Y
5951,46743189692,John,Sparkman,4386 Ryan Rd.,Haney,BC,17384,Canada,12/2/1930,M,$30K - $50K,M,2,1,High School Degree,1/5/1991,Bronze,Skilled Manual,Y
5952,46751204100,Joseph,Valderrama,5627 Tanager Road,Issaquah,WA,65226,USA,1/19/1968,S,$10K - $30K,M,2,0,Partial High School,9/16/1991,Normal,Manual,N
5953,46779587300,Boaz,Jones,8831 San Gabriel Dr.,West Covina,CA,38533,USA,3/25/1974,M,$110K - $130K,F,3,3,High School Degree,8/13/1992,Golden,Management,N
5954,46787478327,Wayne,Saunar,328 Shelly Dr.,West Covina,CA,52536,USA,11/20/1935,S,$30K - $50K,M,2,0,High School Degree,6/20/1994,Bronze,Manual,N
5955,46792885700,Raymond,Claverie,6441 Gordon Ct.,Concord,CA,91005,USA,10/20/1937,S,$10K - $30K,M,1,0,Partial High School,8/20/1992,Normal,Manual,N
5956,46796469100,Geraldine,Aubrecht,8191 Scenic Ct.,Walla Walla,WA,44878,USA,5/12/1917,S,$30K - $50K,M,4,0,Partial High School,7/3/1991,Normal,Manual,N
5957,46802809834,A. Catherine,Binkley,4559 Julpum Loop,Beaverton,OR,75800,USA,5/7/1953,S,$10K - $30K,F,4,0,Partial High School,10/15/1992,Normal,Manual,N
5958,46805309653,Timothy,Beard,9218 Gold Crest Ct.,Lebanon,OR,88665,USA,12/25/1919,S,$90K - $110K,F,3,0,High School Degree,3/16/1992,Bronze,Professional,Y
5959,46812626719,Ervan,Lamers,5841 Westover Dr.,Haney,BC,59457,Canada,9/3/1970,M,$10K - $30K,M,3,3,Partial High School,7/23/1992,Normal,Manual,Y
5960,46816719770,Mary,Gray,755 Ptarmigan Dr.,Pomona,CA,44653,USA,9/24/1961,S,$50K - $70K,M,3,0,Bachelors Degree,7/6/1993,Bronze,Professional,Y
5961,46841964721,Nora,Schrock,287 D Bel Air Dr.,San Carlos,CA,80606,USA,3/2/1912,M,$50K - $70K,M,1,0,Bachelors Degree,2/23/1990,Bronze,Management,Y
5962,46851593900,Sarah,Sondag,5454 Old Mt. View Drive,Tacoma,WA,31963,USA,8/17/1953,M,$50K - $70K,F,5,5,Bachelors Degree,7/13/1994,Silver,Professional,Y
5963,46858315500,Michael,Ponda,5241 Miguel Drive,Daly City,CA,34078,USA,11/15/1971,S,$90K - $110K,M,0,0,High School Degree,6/6/1993,Bronze,Professional,Y
5964,46866582036,Janice,White,3318 N. 8th St.,La Jolla,CA,50597,USA,6/11/1973,S,$10K - $30K,F,2,0,Partial High School,9/15/1992,Normal,Manual,Y
5965,46870567800,William,Baldini,6014 La Vista Circle,Haney,BC,18874,Canada,7/24/1913,S,$50K - $70K,M,3,0,High School Degree,9/7/1990,Bronze,Skilled Manual,Y
5966,46872359500,Frank,Bogart,4346 Via Rerrari,Downey,CA,74261,USA,10/8/1960,S,$10K - $30K,F,3,0,Partial High School,9/18/1992,Normal,Manual,N
5967,46873105200,Judith,Wilson,7296 Houston Ct.,La Mesa,CA,87002,USA,11/12/1957,S,$50K - $70K,M,2,0,Bachelors Degree,4/16/1991,Normal,Professional,N
5968,46876382827,Bobb,Staiglesia,7128 Paris Lane,Beverly Hills,CA,30249,USA,8/26/1957,M,$10K - $30K,F,0,0,Partial High School,9/24/1993,Normal,Skilled Manual,N
5969,46893125200,Angel,Becker,333 Merced Circle,Oak Bay,BC,29848,Canada,6/3/1925,M,$50K - $70K,F,1,0,Bachelors Degree,3/19/1992,Bronze,Professional,Y
5970,46898205300,Deborah,Pacioretty,1828 Mt. Olivet Place,Corvallis,OR,17560,USA,11/22/1918,M,$30K - $50K,M,4,1,Partial High School,12/7/1993,Bronze,Manual,Y
5971,46899363994,Lucy,Rickert,7942 C Mt. Hood,Olympia,WA,82320,USA,9/3/1964,S,$30K - $50K,F,2,0,High School Degree,11/4/1993,Golden,Skilled Manual,N
5972,46914636500,Tai,Remington,9691 Morengo Court,Redmond,WA,36193,USA,12/19/1976,M,$10K - $30K,M,3,3,Partial High School,6/12/1993,Silver,Skilled Manual,Y
5973,46917624500,Martha,Yowell,6060 Sanford Street,Port Orchard,WA,40823,USA,12/22/1916,M,$90K - $110K,M,2,1,Bachelors Degree,6/8/1993,Bronze,Management,Y
5974,46918370100,Jacqueline,Canfield,719 Sycamore Drive,Los Angeles,CA,86565,USA,4/11/1914,S,$30K - $50K,F,4,0,High School Degree,10/17/1991,Bronze,Manual,Y
5975,46923004984,Jed,Piquette,7341 Rockne Drive,Orizaba,Veracruz,83649,Mexico,8/13/1927,S,$10K - $30K,F,3,0,Partial High School,7/11/1992,Normal,Skilled Manual,Y
5976,46950937500,Joyce,Martinez,4911 Leonard Ct.,Royal Oak,BC,68845,Canada,5/4/1950,S,$90K - $110K,M,5,0,Partial High School,4/28/1992,Bronze,Management,Y
5977,46979320600,Teresa,Dempsey,1787 Acardia Pl.,Seattle,WA,57992,USA,7/6/1933,S,$70K - $90K,M,1,0,Graduate Degree,9/26/1992,Bronze,Professional,N
5978,46987388700,Catherine,Castorena,9610 Hudson Ave,Torrance,CA,56155,USA,8/19/1936,M,$70K - $90K,M,5,2,Graduate Degree,8/2/1993,Bronze,Management,N
5979,46993182301,Christa,Adams,9396 Geary Road,Guadalajara,Jalisco,58270,Mexico,11/25/1928,M,$30K - $50K,F,4,2,High School Degree,7/3/1990,Bronze,Skilled Manual,Y
5980,46994630694,Cheryl,Barta,7474 High St.,Victoria,BC,48497,Canada,2/18/1962,S,$110K - $130K,M,4,0,High School Degree,6/10/1992,Silver,Management,Y
